i_item_sk,class_key,brand_key,container_key,size_key
16333,Children:infants,Bramblewick,Gift Box,newborn
16335,Music:country,Cinderpath,Jewel Case,standard
16338,Children:school-uniforms,Pippet,Gift Box,infant
16339,Books:science,Bellwood,Hardcover,standard
16341,Sports:optics,Summitline,Bag,large
16344,Shoes:mens,Stridewell,Shoe Box,small
16345,Jewelry:bracelets,Auravelle,Jewel Box,petite
16347,Jewelry:diamonds,Auravelle,Jewel Box,petite
16350,Women:fragrances,Ashgrove,Garment,M
16351,Children:school-uniforms,Pippet,Poly Bag,toddler
16353,Music:rock,Cinderpath,Digipak,standard
16356,Jewelry:birdal,Auravelle,Jewel Box,standard
16357,Electronics:dvd/vcr players,Voltaic,Blister,pro
16359,Books:reference,Fernglade,Paperback,standard
16362,Music:pop,Lonewave,Jewel Case,deluxe
16363,Children:infants,Bramblewick,Gift Box,infant
16365,Home:blinds/shades,Marrowgate,Roll,small
16368,Sports:fitness,Summitline,Bag,small
16369,Men:pants,Rowantree,Garment,S
16371,Electronics:memory,Voltaic,Blister,compact
16374,Electronics:memory,Kentaur,Blister,compact
16375,Children:school-uniforms,Bramblewick,Gift Box,infant
16377,Electronics:audio,Voltaic,Case,pro
16380,Sports:pools,Redridge,Box,medium
16381,Sports:tennis,Redridge,Bag,medium
16383,Shoes:womens,Stridewell,Dust Bag,small
16386,Home:tables,Thistlecroft,Set,small
16387,Men:shirts,Ironclad,Garment,XL
16389,Books:entertainments,Bellwood,Paperback,large-print
16452,Electronics:memory,Kentaur,Case,compact
16392,Shoes:athletic,Farrow,Shoe Box,small
16393,Children:infants,Pippet,Poly Bag,infant
16395,Sports:sailing,Summitline,Bag,large
16398,Children:newborn,Bramblewick,Poly Bag,infant
16399,Music:classical,Lonewave,Jewel Case,deluxe
16404,Shoes:mens,Stridewell,Shoe Box,large
16405,Men:pants,Rowantree,Poly Bag,XL
16407,Sports:hockey,Summitline,Case,small
16410,Shoes:mens,Stridewell,Shoe Box,medium
16411,Men:accessories,Ironclad,Garment,S
16413,Home:blinds/shades,Thistlecroft,Set,medium
16416,Shoes:athletic,Farrow,Shoe Box,small
16417,Men:sports-apparel,Ironclad,Poly Bag,XL
16419,Shoes:kids,Stridewell,Dust Bag,medium
16422,Men:pants,Rowantree,Garment,S
16423,Books:mystery,Fernglade,Paperback,large-print
16425,Shoes:kids,Stridewell,Dust Bag,medium
16428,Men:shirts,Ironclad,Garment,XL
16429,Home:glassware,Marrowgate,Roll,large
16431,Children:newborn,Pippet,Gift Box,toddler
2000,Shoes:athletic,Stridewell,Shoe Box,small
16434,Jewelry:custom,Auravelle,Pouch,standard
16435,Shoes:womens,Stridewell,Dust Bag,small
16437,Women:maternity,Willowmere,Garment,S
16440,Men:sports-apparel,Rowantree,Garment,S
16441,Children:newborn,Pippet,Gift Box,infant
16443,Electronics:wireless,Voltaic,Blister,standard
16446,Music:country,Lonewave,Jewel Case,single
16447,Children:school-uniforms,Bramblewick,Gift Box,toddler
16449,Men:accessories,Rowantree,Garment,L
16453,Men:sports-apparel,Ironclad,Garment,L
16455,Children:toddlers,Pippet,Gift Box,infant
16458,Sports:optics,Redridge,Case,medium
16459,Music:country,Lonewave,Jewel Case,single
16461,Men:accessories,Ironclad,Poly Bag,S
16464,Children:school-uniforms,Pippet,Poly Bag,toddler
16465,Children:newborn,Bramblewick,Gift Box,newborn
16467,Home:paint,Marrowgate,Box,large
16470,Books:sports,Bellwood,Paperback,standard
16471,Sports:athletic shoes,Redridge,Case,large
16473,Men:shirts,Rowantree,Garment,M
16476,Jewelry:womens watch,Sablewynn,Pouch,petite
16477,Women:swimwear,Willowmere,Garment,S
16479,Women:fragrances,Willowmere,Poly Bag,S
16482,Women:dresses,Willowmere,Poly Bag,XS
16483,Shoes:athletic,Stridewell,Shoe Box,medium
16485,Music:classical,Lonewave,Jewel Case,deluxe
16488,Women:dresses,Willowmere,Garment,XS
16489,Children:toddlers,Bramblewick,Gift Box,newborn
16491,Women:maternity,Ashgrove,Garment,XS
16494,Jewelry:pendants,Sablewynn,Pouch,standard
16495,Shoes:athletic,Stridewell,Dust Bag,large
16497,Electronics:personal,Kentaur,Blister,pro
16500,Home:accent,Marrowgate,Set,large
16501,Shoes:kids,Stridewell,Shoe Box,small
16503,Women:fragrances,Ashgrove,Poly Bag,M
16506,Home:wallpaper,Marrowgate,Set,large
16507,Electronics:memory,Voltaic,Box,standard
16509,Books:fiction,Bellwood,Paperback,large-print
16512,Children:school-uniforms,Bramblewick,Poly Bag,newborn
16513,Children:infants,Pippet,Gift Box,infant
16515,Sports:athletic shoes,Summitline,Bag,small
16518,Jewelry:gold,Auravelle,Pouch,petite
16519,Music:country,Cinderpath,Digipak,single
16521,Children:infants,Pippet,Poly Bag,infant
16524,Women:swimwear,Willowmere,Garment,XS
16525,Jewelry:consignment,Auravelle,Jewel Box,standard
16527,Music:country,Lonewave,Jewel Case,standard
16530,Shoes:womens,Farrow,Shoe Box,small
16531,Home:tables,Marrowgate,Box,large
16533,Children:school-uniforms,Bramblewick,Gift Box,infant
16536,Books:entertainments,Bellwood,Paperback,large-print
16537,Electronics:camcorders,Voltaic,Blister,compact
16539,Home:curtains/drapes,Thistlecroft,Roll,medium
16542,Sports:baseball,Redridge,Box,small
16543,Children:toddlers,Pippet,Poly Bag,newborn
16545,Children:toddlers,Pippet,Poly Bag,toddler
16548,Women:fragrances,Ashgrove,Garment,L
16549,Women:fragrances,Ashgrove,Poly Bag,M
16551,Children:newborn,Bramblewick,Gift Box,newborn
16554,Children:toddlers,Pippet,Poly Bag,infant
16555,Men:pants,Ironclad,Poly Bag,S
16557,Electronics:stereo,Voltaic,Blister,standard
16560,Children:infants,Bramblewick,Gift Box,newborn
16561,Music:rock,Cinderpath,Digipak,deluxe
16563,Shoes:mens,Stridewell,Dust Bag,small
16566,Women:dresses,Willowmere,Poly Bag,S
16567,Electronics:monitors,Voltaic,Blister,compact
16569,Jewelry:costume,Auravelle,Pouch,statement
16572,Home:rugs,Marrowgate,Set,medium
16573,Children:infants,Pippet,Gift Box,infant
16575,Shoes:athletic,Stridewell,Dust Bag,medium
16578,Sports:golf,Redridge,Case,medium
16579,Children:infants,Bramblewick,Poly Bag,toddler
16581,Electronics:automotive,Kentaur,Case,compact
16584,Jewelry:estate,Auravelle,Jewel Box,statement
16585,Women:dresses,Willowmere,Poly Bag,S
16587,Home:glassware,Marrowgate,Roll,small
16590,Books:mystery,Fernglade,Hardcover,large-print
16591,Home:bedding,Marrowgate,Roll,medium
16593,Shoes:kids,Stridewell,Shoe Box,small
16596,Books:romance,Bellwood,Paperback,pocket
16597,Jewelry:bracelets,Auravelle,Jewel Box,petite
16599,Jewelry:pendants,Sablewynn,Pouch,statement
16602,Electronics:scanners,Voltaic,Box,pro
16603,Home:curtains/drapes,Marrowgate,Box,small
16605,Books:computers,Fernglade,Paperback,pocket
16608,Men:accessories,Ironclad,Garment,XL
16609,Shoes:mens,Farrow,Shoe Box,medium
16611,Jewelry:loose stones,Auravelle,Pouch,standard
16614,Children:school-uniforms,Bramblewick,Poly Bag,newborn
16615,Music:pop,Cinderpath,Jewel Case,single
16617,Books:travel,Bellwood,Paperback,large-print
16620,Women:maternity,Willowmere,Poly Bag,XS
16621,Books:home repair,Fernglade,Paperback,standard
16623,Women:fragrances,Willowmere,Garment,L
16626,Books:reference,Fernglade,Paperback,standard
16627,Music:country,Lonewave,Jewel Case,deluxe
16629,Men:shirts,Ironclad,Poly Bag,L
16632,Books:mystery,Bellwood,Hardcover,large-print
16633,Books:sports,Bellwood,Paperback,large-print
16635,Music:country,Lonewave,Jewel Case,single
16638,Electronics:stereo,Voltaic,Blister,compact
16639,Home:mattresses,Marrowgate,Box,large
16641,Music:classical,Lonewave,Jewel Case,single
16644,Children:toddlers,Bramblewick,Poly Bag,toddler
16645,Home:bathroom,Thistlecroft,Set,large
16650,Men:accessories,Rowantree,Garment,S
16651,Music:pop,Lonewave,Digipak,single
16653,Home:flatware,Marrowgate,Box,large
16656,Music:rock,Lonewave,Jewel Case,single
16657,Jewelry:rings,Auravelle,Pouch,petite
16659,Children:newborn,Bramblewick,Gift Box,toddler
16662,Music:classical,Lonewave,Jewel Case,deluxe
16663,Men:shirts,Rowantree,Poly Bag,S
16665,Women:fragrances,Ashgrove,Garment,L
16668,Sports:sailing,Redridge,Box,small
16669,Children:newborn,Pippet,Poly Bag,infant
16671,Music:rock,Lonewave,Jewel Case,deluxe
16674,Music:pop,Lonewave,Digipak,deluxe
16675,Children:school-uniforms,Bramblewick,Gift Box,toddler
16677,Music:rock,Lonewave,Digipak,single
16680,Books:entertainments,Bellwood,Paperback,pocket
16681,Jewelry:gold,Auravelle,Jewel Box,standard
16683,Shoes:womens,Stridewell,Dust Bag,small
16686,Shoes:athletic,Farrow,Shoe Box,small
16687,Children:newborn,Bramblewick,Poly Bag,toddler
16689,Shoes:athletic,Farrow,Dust Bag,large
16692,Men:pants,Rowantree,Poly Bag,L
16693,Women:dresses,Willowmere,Poly Bag,M
16695,Shoes:athletic,Farrow,Shoe Box,small
16698,Men:accessories,Rowantree,Poly Bag,M
16699,Men:pants,Ironclad,Garment,XL
16701,Sports:basketball,Summitline,Bag,large
16704,Children:newborn,Bramblewick,Gift Box,infant
16705,Children:toddlers,Pippet,Gift Box,toddler
16707,Shoes:mens,Farrow,Shoe Box,medium
16710,Children:toddlers,Bramblewick,Poly Bag,toddler
16711,Women:swimwear,Willowmere,Garment,M
16713,Men:accessories,Ironclad,Garment,L
16716,Sports:fishing,Summitline,Case,medium
16717,Children:school-uniforms,Pippet,Poly Bag,infant
16719,Jewelry:consignment,Auravelle,Pouch,statement
16722,Music:classical,Lonewave,Jewel Case,deluxe
16723,Books:travel,Bellwood,Hardcover,pocket
16725,Jewelry:semi-precious,Sablewynn,Jewel Box,standard
16728,Sports:archery,Summitline,Bag,large
16729,Children:toddlers,Bramblewick,Poly Bag,infant
16731,Home:furniture,Marrowgate,Box,medium
16734,Music:rock,Lonewave,Digipak,single
16735,Music:classical,Cinderpath,Digipak,standard
16737,Sports:baseball,Summitline,Box,small
15551,Jewelry:womens watch,Auravelle,Pouch,statement
16740,Women:fragrances,Willowmere,Garment,S
15850,Shoes:mens,Stridewell,Dust Bag,small
16741,Men:shirts,Ironclad,Poly Bag,M
16743,Home:bathroom,Marrowgate,Set,small
16746,Women:fragrances,Ashgrove,Garment,XS
16747,Home:bedding,Marrowgate,Roll,small
16749,Women:maternity,Ashgrove,Poly Bag,S
16752,Children:newborn,Pippet,Gift Box,infant
16753,Sports:camping,Summitline,Bag,large
16755,Shoes:mens,Stridewell,Dust Bag,medium
16758,Jewelry:jewelry boxes,Auravelle,Jewel Box,standard
16759,Children:infants,Bramblewick,Gift Box,infant
16761,Home:glassware,Marrowgate,Box,large
16764,Books:reference,Bellwood,Hardcover,standard
16765,Books:mystery,Bellwood,Hardcover,standard
16767,Home:mattresses,Marrowgate,Set,medium
16770,Women:fragrances,Ashgrove,Garment,S
16771,Children:infants,Bramblewick,Gift Box,infant
16773,Electronics:scanners,Voltaic,Blister,standard
16776,Home:accent,Marrowgate,Box,small
16777,Music:country,Lonewave,Jewel Case,single
16779,Women:fragrances,Willowmere,Poly Bag,M
16782,Books:arts,Bellwood,Paperback,large-print
16783,Home:decor,Marrowgate,Roll,large
16785,Home:tables,Marrowgate,Box,small
16788,Children:infants,Bramblewick,Poly Bag,newborn
16789,Electronics:karoke,Voltaic,Case,compact
16791,Electronics:cameras,Voltaic,Case,compact
16794,Books:cooking,Fernglade,Hardcover,large-print
16795,Women:swimwear,Ashgrove,Poly Bag,L
16797,Electronics:memory,Kentaur,Box,standard
16800,Children:infants,Pippet,Gift Box,newborn
16801,Electronics:scanners,Voltaic,Box,standard
16803,Children:school-uniforms,Bramblewick,Poly Bag,newborn
16806,Shoes:mens,Farrow,Shoe Box,small
16807,Home:bathroom,Marrowgate,Set,medium
16809,Women:dresses,Ashgrove,Poly Bag,L
16812,Electronics:stereo,Voltaic,Blister,compact
16813,Home:rugs,Marrowgate,Box,large
16815,Home:bathroom,Marrowgate,Roll,medium
16818,Women:swimwear,Willowmere,Garment,S
16819,Music:rock,Lonewave,Jewel Case,deluxe
16821,Women:fragrances,Ashgrove,Poly Bag,M
16824,Home:glassware,Marrowgate,Roll,small
16825,Sports:athletic shoes,Redridge,Case,medium
16827,Electronics:disk drives,Kentaur,Case,pro
16830,Music:country,Lonewave,Digipak,single
16831,Children:school-uniforms,Pippet,Poly Bag,infant
16833,Books:travel,Fernglade,Paperback,pocket
16836,Shoes:womens,Farrow,Shoe Box,large
16837,Sports:hockey,Redridge,Box,small
16839,Books:sports,Fernglade,Paperback,standard
16842,Books:travel,Bellwood,Paperback,standard
16843,Music:classical,Cinderpath,Jewel Case,single
16845,Jewelry:consignment,Auravelle,Jewel Box,standard
16848,Books:arts,Bellwood,Paperback,standard
16849,Electronics:memory,Kentaur,Box,compact
16851,Men:accessories,Rowantree,Poly Bag,L
16854,Shoes:kids,Stridewell,Dust Bag,small
16855,Home:furniture,Marrowgate,Roll,small
16857,Music:country,Lonewave,Digipak,deluxe
16860,Sports:optics,Redridge,Case,medium
16861,Sports:tennis,Redridge,Case,large
16863,Jewelry:earings,Sablewynn,Jewel Box,standard
16866,Sports:optics,Redridge,Box,small
16867,Women:fragrances,Willowmere,Garment,XS
16869,Children:newborn,Bramblewick,Poly Bag,toddler
16872,Children:infants,Pippet,Gift Box,newborn
16873,Men:accessories,Ironclad,Poly Bag,S
16875,Home:glassware,Thistlecroft,Roll,small
16878,Women:swimwear,Willowmere,Poly Bag,L
16879,Children:school-uniforms,Bramblewick,Gift Box,newborn
16890,Children:school-uniforms,Bramblewick,Poly Bag,newborn
16891,Shoes:kids,Stridewell,Dust Bag,medium
16893,Women:swimwear,Willowmere,Garment,XS
16896,Shoes:mens,Stridewell,Shoe Box,small
16897,Sports:fitness,Redridge,Box,medium
16899,Sports:fitness,Redridge,Box,medium
16902,Home:accent,Marrowgate,Roll,small
16903,Women:maternity,Ashgrove,Poly Bag,L
16905,Electronics:cameras,Voltaic,Blister,pro
16908,Men:accessories,Ironclad,Garment,XL
16909,Children:toddlers,Bramblewick,Gift Box,toddler
16911,Children:infants,Bramblewick,Gift Box,newborn
16914,Men:accessories,Ironclad,Garment,L
16915,Electronics:disk drives,Kentaur,Blister,compact
16917,Jewelry:semi-precious,Sablewynn,Pouch,statement
16920,Music:classical,Lonewave,Jewel Case,standard
16921,Music:pop,Cinderpath,Digipak,deluxe
16923,Men:sports-apparel,Ironclad,Garment,S
16926,Home:curtains/drapes,Marrowgate,Box,medium
16927,Jewelry:custom,Sablewynn,Pouch,standard
16929,Home:accent,Marrowgate,Set,small
16932,Music:rock,Cinderpath,Digipak,single
16933,Books:history,Bellwood,Paperback,large-print
16935,Sports:fishing,Summitline,Box,large
16938,Children:school-uniforms,Bramblewick,Gift Box,newborn
16939,Books:home repair,Bellwood,Hardcover,standard
16941,Men:pants,Rowantree,Poly Bag,XL
16944,Sports:baseball,Redridge,Bag,large
16945,Sports:pools,Summitline,Bag,small
16947,Sports:outdoor,Summitline,Case,large
16950,Men:accessories,Rowantree,Garment,S
16951,Shoes:womens,Stridewell,Shoe Box,small
16953,Shoes:kids,Stridewell,Shoe Box,medium
16956,Children:toddlers,Bramblewick,Gift Box,infant
16957,Shoes:mens,Stridewell,Dust Bag,small
16959,Jewelry:womens watch,Auravelle,Jewel Box,petite
16962,Music:pop,Lonewave,Jewel Case,standard
16963,Books:home repair,Fernglade,Paperback,pocket
16965,Electronics:monitors,Voltaic,Case,standard
16968,Home:kids,Marrowgate,Roll,small
16969,Electronics:karoke,Kentaur,Box,compact
16971,Music:classical,Lonewave,Digipak,single
16974,Jewelry:bracelets,Sablewynn,Jewel Box,standard
16975,Men:accessories,Ironclad,Poly Bag,M
16977,Sports:camping,Redridge,Bag,small
16980,Home:kids,Marrowgate,Set,small
16981,Home:bedding,Thistlecroft,Box,small
16983,Women:maternity,Willowmere,Garment,L
16986,Jewelry:bracelets,Sablewynn,Pouch,petite
16987,Books:romance,Bellwood,Hardcover,large-print
16989,Music:country,Cinderpath,Jewel Case,standard
16992,Children:toddlers,Pippet,Poly Bag,infant
16993,Books:entertainments,Bellwood,Paperback,standard
16995,Electronics:disk drives,Kentaur,Box,pro
16998,Home:flatware,Marrowgate,Roll,medium
16999,Books:romance,Bellwood,Paperback,pocket
17001,Home:accent,Thistlecroft,Roll,small
17004,Sports:pools,Summitline,Bag,large
17005,Women:fragrances,Willowmere,Garment,S
17007,Books:business,Fernglade,Hardcover,large-print
17010,Men:pants,Ironclad,Garment,M
17011,Sports:tennis,Summitline,Case,small
17013,Music:pop,Lonewave,Digipak,standard
17016,Men:accessories,Ironclad,Garment,M
17017,Children:newborn,Bramblewick,Gift Box,toddler
17019,Men:pants,Rowantree,Poly Bag,XL
17022,Women:dresses,Willowmere,Garment,XS
17023,Jewelry:semi-precious,Auravelle,Pouch,standard
17025,Electronics:personal,Voltaic,Box,standard
17028,Electronics:scanners,Voltaic,Blister,standard
17029,Men:pants,Ironclad,Garment,L
4793,Women:swimwear,Ashgrove,Poly Bag,M
17089,Women:maternity,Willowmere,Poly Bag,XS
17031,Home:lighting,Thistlecroft,Roll,large
17034,Shoes:athletic,Stridewell,Shoe Box,medium
17035,Men:accessories,Ironclad,Garment,XL
17037,Sports:athletic shoes,Summitline,Case,large
17040,Men:accessories,Rowantree,Garment,S
17041,Women:dresses,Ashgrove,Poly Bag,XS
17043,Books:parenting,Bellwood,Paperback,large-print
17046,Shoes:athletic,Stridewell,Shoe Box,small
17047,Sports:sailing,Summitline,Bag,large
17049,Home:bathroom,Thistlecroft,Box,medium
17052,Books:sports,Fernglade,Paperback,large-print
17053,Jewelry:loose stones,Sablewynn,Pouch,statement
17055,Music:rock,Lonewave,Jewel Case,standard
17058,Electronics:televisions,Voltaic,Blister,compact
17059,Music:country,Lonewave,Digipak,deluxe
17061,Men:pants,Rowantree,Garment,L
17064,Sports:guns,Summitline,Bag,large
17065,Music:classical,Lonewave,Jewel Case,standard
17067,Men:accessories,Rowantree,Garment,XL
17070,Sports:guns,Summitline,Bag,small
17071,Electronics:monitors,Kentaur,Case,pro
17073,Children:infants,Bramblewick,Gift Box,toddler
17076,Home:accent,Marrowgate,Box,medium
17077,Home:tables,Marrowgate,Set,large
17079,Electronics:monitors,Voltaic,Case,compact
17082,Music:classical,Lonewave,Jewel Case,standard
17083,Women:fragrances,Willowmere,Poly Bag,M
17085,Children:newborn,Bramblewick,Gift Box,newborn
17088,Music:pop,Lonewave,Jewel Case,deluxe
17091,Shoes:mens,Stridewell,Shoe Box,small
17094,Children:school-uniforms,Pippet,Gift Box,infant
17095,Shoes:kids,Stridewell,Shoe Box,large
17097,Electronics:televisions,Kentaur,Case,compact
17100,Women:swimwear,Willowmere,Poly Bag,M
17101,Shoes:mens,Stridewell,Dust Bag,large
17103,Books:romance,Bellwood,Paperback,standard
17106,Books:fiction,Bellwood,Hardcover,standard
17107,Children:newborn,Bramblewick,Gift Box,toddler
17109,Jewelry:mens watch,Sablewynn,Jewel Box,standard
17112,Shoes:kids,Stridewell,Dust Bag,medium
17113,Shoes:athletic,Stridewell,Dust Bag,medium
17115,Men:pants,Rowantree,Garment,S
17118,Books:computers,Fernglade,Hardcover,pocket
17119,Women:maternity,Ashgrove,Garment,M
17121,Home:decor,Marrowgate,Set,small
17124,Shoes:kids,Stridewell,Shoe Box,medium
17125,Books:fiction,Bellwood,Hardcover,standard
17127,Shoes:kids,Stridewell,Shoe Box,medium
17130,Music:pop,Cinderpath,Digipak,deluxe
17131,Books:home repair,Bellwood,Paperback,pocket
17133,Home:flatware,Thistlecroft,Roll,small
17136,Men:pants,Rowantree,Poly Bag,L
17137,Electronics:scanners,Voltaic,Box,pro
17139,Electronics:camcorders,Voltaic,Blister,standard
17142,Music:classical,Cinderpath,Jewel Case,single
17143,Music:classical,Lonewave,Digipak,deluxe
17145,Sports:sailing,Redridge,Case,large
17148,Women:swimwear,Willowmere,Poly Bag,S
17149,Electronics:dvd/vcr players,Voltaic,Blister,standard
17151,Children:toddlers,Pippet,Gift Box,toddler
17154,Books:reference,Bellwood,Paperback,standard
17155,Music:rock,Lonewave,Digipak,standard
17157,Women:maternity,Ashgrove,Garment,L
17160,Music:rock,Lonewave,Digipak,standard
17161,Shoes:athletic,Stridewell,Shoe Box,large
4880,Sports:fishing,Summitline,Bag,medium
17163,Music:rock,Lonewave,Jewel Case,standard
17166,Books:computers,Bellwood,Paperback,standard
17167,Books:computers,Bellwood,Hardcover,large-print
17169,Music:country,Cinderpath,Jewel Case,standard
17172,Men:accessories,Ironclad,Garment,L
17173,Jewelry:costume,Auravelle,Pouch,statement
17175,Children:infants,Bramblewick,Gift Box,toddler
17178,Children:infants,Bramblewick,Poly Bag,toddler
17179,Women:dresses,Willowmere,Poly Bag,XS
17181,Men:shirts,Rowantree,Garment,L
17184,Shoes:mens,Farrow,Dust Bag,large
17185,Jewelry:pendants,Auravelle,Pouch,petite
17187,Music:rock,Lonewave,Jewel Case,standard
17190,Music:rock,Cinderpath,Digipak,standard
17191,Sports:archery,Summitline,Bag,medium
17193,Books:arts,Bellwood,Paperback,pocket
17196,Music:country,Lonewave,Jewel Case,single
17197,Shoes:kids,Stridewell,Dust Bag,small
17199,Jewelry:bracelets,Auravelle,Pouch,petite
17202,Jewelry:bracelets,Auravelle,Pouch,standard
17232,Music:country,Cinderpath,Jewel Case,standard
17203,Books:fiction,Bellwood,Paperback,standard
17205,Jewelry:jewelry boxes,Auravelle,Jewel Box,statement
17208,Home:bedding,Marrowgate,Roll,large
17209,Electronics:automotive,Kentaur,Blister,compact
17211,Shoes:mens,Stridewell,Dust Bag,medium
17214,Sports:outdoor,Summitline,Bag,small
17215,Sports:optics,Summitline,Box,large
17217,Jewelry:consignment,Auravelle,Pouch,petite
17220,Home:bathroom,Marrowgate,Box,small
17221,Women:maternity,Willowmere,Garment,L
17223,Home:bedding,Marrowgate,Box,large
17226,Electronics:karoke,Kentaur,Box,pro
17227,Home:flatware,Marrowgate,Set,medium
17229,Shoes:womens,Stridewell,Shoe Box,small
17233,Books:home repair,Bellwood,Paperback,standard
17235,Shoes:womens,Stridewell,Dust Bag,medium
17238,Children:toddlers,Bramblewick,Gift Box,newborn
17239,Books:cooking,Bellwood,Paperback,standard
17241,Home:wallpaper,Marrowgate,Box,large
17244,Books:arts,Fernglade,Paperback,pocket
17245,Children:infants,Pippet,Poly Bag,toddler
17247,Home:tables,Thistlecroft,Roll,large
17250,Children:newborn,Bramblewick,Gift Box,toddler
17251,Home:flatware,Marrowgate,Box,small
17253,Music:rock,Cinderpath,Jewel Case,standard
17256,Sports:golf,Summitline,Box,medium
17257,Music:rock,Lonewave,Digipak,standard
17259,Shoes:mens,Farrow,Dust Bag,small
17262,Sports:pools,Redridge,Box,small
17263,Books:fiction,Bellwood,Paperback,large-print
17265,Children:school-uniforms,Bramblewick,Gift Box,infant
17268,Shoes:athletic,Stridewell,Shoe Box,small
17269,Home:lighting,Marrowgate,Roll,small
17271,Home:wallpaper,Marrowgate,Roll,medium
17274,Home:furniture,Marrowgate,Roll,large
17275,Shoes:mens,Farrow,Dust Bag,large
17277,Shoes:mens,Farrow,Dust Bag,medium
17280,Jewelry:pendants,Auravelle,Jewel Box,petite
17281,Sports:archery,Summitline,Bag,small
17283,Children:infants,Pippet,Gift Box,newborn
17286,Books:travel,Fernglade,Paperback,standard
17287,Home:glassware,Marrowgate,Set,small
17289,Children:toddlers,Bramblewick,Gift Box,newborn
17292,Music:pop,Lonewave,Jewel Case,standard
17293,Children:infants,Bramblewick,Gift Box,infant
17295,Sports:basketball,Summitline,Case,large
17298,Home:furniture,Thistlecroft,Box,small
17299,Electronics:portable,Voltaic,Case,pro
17301,Electronics:televisions,Voltaic,Box,standard
17304,Books:self-help,Bellwood,Hardcover,pocket
17305,Men:pants,Rowantree,Poly Bag,XL
17307,Music:country,Cinderpath,Jewel Case,deluxe
17310,Music:rock,Cinderpath,Jewel Case,single
17311,Men:pants,Ironclad,Garment,L
17313,Shoes:womens,Stridewell,Dust Bag,large
17316,Home:bathroom,Thistlecroft,Box,medium
17317,Books:home repair,Fernglade,Paperback,standard
17319,Children:infants,Bramblewick,Poly Bag,newborn
17322,Men:accessories,Rowantree,Poly Bag,S
17323,Shoes:kids,Farrow,Shoe Box,medium
17325,Men:pants,Rowantree,Garment,XL
17328,Music:classical,Cinderpath,Jewel Case,standard
17329,Music:classical,Lonewave,Jewel Case,deluxe
17331,Women:fragrances,Willowmere,Garment,M
1520,Electronics:disk drives,Voltaic,Blister,compact
17334,Books:romance,Fernglade,Hardcover,pocket
17335,Electronics:dvd/vcr players,Kentaur,Case,compact
17337,Sports:baseball,Redridge,Bag,medium
17340,Sports:camping,Summitline,Box,large
17341,Jewelry:earings,Auravelle,Jewel Box,petite
17343,Shoes:womens,Stridewell,Shoe Box,small
17346,Home:mattresses,Marrowgate,Roll,large
17430,Men:accessories,Rowantree,Poly Bag,M
17347,Jewelry:jewelry boxes,Auravelle,Jewel Box,standard
17349,Home:tables,Marrowgate,Roll,small
17352,Electronics:wireless,Kentaur,Box,compact
17353,Home:bathroom,Marrowgate,Box,large
17355,Jewelry:birdal,Auravelle,Jewel Box,statement
17358,Children:school-uniforms,Bramblewick,Poly Bag,toddler
17359,Home:glassware,Marrowgate,Set,large
17361,Jewelry:womens watch,Auravelle,Pouch,statement
17364,Electronics:portable,Voltaic,Case,compact
17365,Jewelry:rings,Sablewynn,Pouch,statement
17367,Music:pop,Cinderpath,Digipak,single
17370,Shoes:kids,Stridewell,Shoe Box,small
17371,Home:paint,Marrowgate,Box,small
17373,Electronics:scanners,Kentaur,Box,compact
17376,Women:fragrances,Willowmere,Garment,S
17377,Books:history,Bellwood,Paperback,large-print
17379,Home:accent,Marrowgate,Set,small
17382,Sports:fitness,Summitline,Case,medium
17383,Children:newborn,Pippet,Gift Box,toddler
17385,Men:pants,Ironclad,Garment,XL
17388,Books:arts,Fernglade,Paperback,standard
17389,Electronics:karoke,Voltaic,Blister,compact
17391,Shoes:kids,Stridewell,Shoe Box,small
17394,Home:flatware,Marrowgate,Box,medium
17395,Shoes:mens,Stridewell,Shoe Box,large
17397,Women:dresses,Willowmere,Poly Bag,S
17400,Jewelry:costume,Auravelle,Jewel Box,petite
17401,Men:sports-apparel,Ironclad,Poly Bag,S
17457,Shoes:kids,Stridewell,Shoe Box,medium
17403,Women:swimwear,Willowmere,Garment,XS
1550,Children:school-uniforms,Pippet,Gift Box,newborn
17406,Home:kids,Marrowgate,Roll,small
17407,Sports:camping,Redridge,Case,small
17409,Sports:tennis,Summitline,Case,small
17412,Home:bedding,Marrowgate,Set,medium
17413,Men:pants,Ironclad,Garment,L
17415,Electronics:dvd/vcr players,Kentaur,Case,standard
17418,Home:blinds/shades,Marrowgate,Set,small
17419,Women:fragrances,Willowmere,Garment,L
17421,Children:toddlers,Bramblewick,Poly Bag,toddler
17424,Music:rock,Lonewave,Jewel Case,standard
17425,Shoes:athletic,Farrow,Shoe Box,medium
17427,Women:fragrances,Willowmere,Poly Bag,XS
17431,Electronics:televisions,Kentaur,Blister,compact
17433,Music:pop,Cinderpath,Jewel Case,single
17436,Shoes:mens,Farrow,Shoe Box,small
17437,Children:toddlers,Pippet,Gift Box,toddler
17439,Women:swimwear,Willowmere,Garment,M
17442,Electronics:portable,Voltaic,Case,standard
17443,Books:sports,Fernglade,Paperback,standard
17445,Books:entertainments,Bellwood,Paperback,standard
17448,Home:bedding,Marrowgate,Set,large
2002,Women:dresses,Willowmere,Garment,L
17449,Music:rock,Cinderpath,Jewel Case,deluxe
